-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-160870f6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16131884-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16131884-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1613d008-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1613d008-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16196045-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1620d96c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-162cb32d-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-16385a0d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-16385a0d-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-163b8717-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-163f4217-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-163f4217-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16506045-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16506045-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1657c777-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1657c777-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1669251b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1669251b-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-166c46e8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1671e11a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1674572b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1674572b-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-16772cc3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-16772cc3-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-167ca996-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-168ffb57-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-168ffb57-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1692344b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1692344b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16925413-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-16a3d11e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16a3d11e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16adc8cd-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16b16dbc-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-16b16dbc-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-16b16dbc-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-16bdfdaa-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16bfc8d2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16bfc8d2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16c0f4be-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16c0f4be-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16cd3989-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16cd3989-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-16dc4d39-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16f0ea7a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16f6dbb8-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-16f6dbb8-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-16f6dbb8-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-16fec524-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17029950-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1706bf04-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-1719a951-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1719a951-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-171a67e6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-171aca59-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-172c3cee-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17302b62-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-173c9d6d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-173c9d6d-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-173c9d6d-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-173ed0b5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-173f1a0e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-174605d4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-174605d4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-17520583-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1756c477-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1756c477-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-17740f4f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-17740f4f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-178d44a5-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-178d44a5-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-179390cf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-179390cf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-17ad68f6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17adf71c-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-17ae5fb6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17c30bc6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-17c30bc6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-17c4dad6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-17cde329-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17e24893-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-17e79289-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-17eba47d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17ef52d9-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-17ef52d9-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-17f0ab1d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-17f6a511-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-181a740e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-181a740e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1824c910-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1838bbf0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-183e6c00-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-184406ac-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-184b7ed3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-184b7ed3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-18616374-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-18616374-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-1862bb24-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-186aa9ed-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-188f2cd1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-18a9f577-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-18a9f577-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-18abb2b6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-18affc90-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-18b21864-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-18b3d3a3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-18ba2320-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-18c23adc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-18cfb20b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-18d1508b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-190dc05a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19146690-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-19146690-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-19146690-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-19238759-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-192695ac-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-192695ac-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-192695ac-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-192da8a0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-193b39d5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19520438-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1957427e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-195d1c91-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1968201c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1968201c-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-1968201c-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-1968333e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-197ae9cc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-197dba03-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-198eb935-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-199da320-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19a25230-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19b9de8e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19be026a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-19d00c22-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19d148cc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19d17412-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19d96991-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19d97b34-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19e0ce15-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-19eae62d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-19eba027-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-19fcdca1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1a0c3240-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1a10073d-var-k>                            | 1         |
